name,location,location_updated,review_title,review_content,date,date_updated,helpful_vote,vote_count,products_used,consumer_tips,overall_rating,service_rating,value_rating,shipping_rating,returns_rating,quality_rating
Chris b.,California 2 reviews 2 helpful votes,California,Your Disrespectful to our country and Flag,,September 6 2018,6/9/2018,Helpful (1),1,,,3,1,1,1,1,1
Slobodan S.,Canada 1 review 0 helpful votes,Canada,Very unprofessional,"VERY BAD EXPERIENCE. I returned the shoes that broke after one month of use and I am waiting for my gift card for over 6 months. They approved the claim and \sent\"" the gift card but I never got it they said that they sent it twice but it never arrived and I have called the customer service but they do not care about their customers and they keep giving lame excuses as to what's happening. They are saying that they do not know anything about what is happening with the card and they keep \""escalating\"" the case but nothing is happening. By far the worst experience I have had with their service. They do not even say when the shoes are made but they keep selling old shoes that are sitting in store for god knows how long""",October 7 2022,7/10/2022,Helpful (0),0,Sneakers,Do not use!!!,1,1,1,1,1,1
Tati A.,Canada 1 review 1 helpful vote,Canada,Buy NIKE online,"I posted a review about my unsuccessful experience with NIKE on July 23,2023. I had a bad shopping experience at the Nike Fairview Mall in Toronto. I bought Nike sneakers and the day after the defect was discovered, I asked to exchange them at the store, which the store manager refused to do. After writing my review, Nike representatives contacted me and offered me a Nike card worth twice the amount of my purchase. I was pleasantly surprised because the card was actually sent to me and I was able to use it. I thank Nike for cherishing their name and appreciating their customers. However, now I will only buy Nike products through the website, but not in the store that I indicated, because the stores have their own policies, and in case of defective products they may refuse to exchange the goods.",July 25 2023,25/7/2023,Helpful (1),1,Shoes,Buy NIKE online,5,0,0,0,0,0
King K.,South Africa 1 review 0 helpful votes,South Africa,They'll sell you shoes that are not even in stock..,"I made an order on the 28th of September, they promised to deliver the shoes between the 3rd and 12th of October. I kept tracking the order and it was stuck on \Processing Shipment\"" for weeks. Finally on the 12th I realised this order is never going to change status then I called them and I was told that they made a mistake by selling me a shoe that is out of stock and I should now wait for a refund that will only appear in my bank account after 10 working days (meaning I will only get it after the 22nd). Mind you the shoes were supposed to be a birthday gift for my wife who is born on the 12th. If I had never followed up they were never going to call me. I strongly discourage anyone looking to buy from them!""",October 12 2022,12/10/2022,Helpful (0),0,,,1,1,0,1,0,0
bill b.,New Jersey 1 review 0 helpful votes,New Jersey,Customer service sucks,I ordered 1800$ worth of shoes and I received one empty box and one box that had a pair of women vapor max in purple in a box that was for my all white with green swoosh in a size 10. Coustomer service is overseas and can not Understand English and I never received anything so I lost out on over 400$in shoes. FU Nike,July 4 2022,4/7/2022,Helpful (0),0,Addis,Call customer service first and get a feeling of what you will be going through.,1,1,1,1,1,1
Shannon B.,India 11 reviews 4 helpful votes,India ,"\Big Fan of Nike Sneakers\""""","I am a big Nike fan. I like Nike sneakers very much, I like their quality and the variety of what they are offering. Let me tell you a few weeks ago I bought Nike Sneakers i. E. Nike Court Vision Low and they were so cute and classy but mistakenly I got a big size but I contacted them for the exchange and within seven days they gave me the perfect size I needed. If you're a sneaker lover then you'd recommend buying Nike sneakers and just buying them from Nike's online store or offline Nike Store instead of buying them from third-party websites.",August 23 2020,23/8/2020,Helpful (2),2,,,5,1,1,1,1,1
Richard F.,China 1 review 12 helpful votes,China,Nike does not stand behind the quality of their products,"Nike does not stand behind the quality of their products and after being a customer for 25 years, I will never ever buy another Nike product again because of it.  I had a pair of nike running shoes tear apart after 4 months of use. I contacted the Nike store where i purchased them and all they could say was they had a 90 day return policy and they could do nothing about the bad quality shoes that tore apart.  I contacted enough Nike people until I was speaking with the Senior Customer Management rep and after 3 phone calls their best solution was to say they stand behind their 90 day policy instead of standing behind delivering a high quality product. In the best case scenario I hoped Nike would offer to exchange the shoes for a pair that were not torn apart, but they didn't think that was a reasonable request.  Nike did not even think to offer even a 50%, 10%, or even 1% discount on a new pair of shoes. They didn't offer to take them back and repair them. Their best suggestion was to go buy a new pair of shoes and hope the next pair don't rip apart.  I am absolutely appalled at this level of service from such a reputable company. I have sold my existing stock holdings I had with Nike, and I will never purchase a single Nike item for myself or as a gift again.",November 29 2019,29/11/2019,Helpful (12),12,,,1,1,1,1,1,1
Geo L.,Canada 1 review 0 helpful votes,Canada,They charge for shipping and delay refunding taxes,Ordered pair of shoes and returned as it was unsatisfactory. Nike didn't refund shipping costs and withheld refunding taxes I paid. When I called they said the taxes will be refunded at a later date,January 24 2024,24/1/2024,Helpful (0),0,,,1,0,0,0,0,0
Gina E.,New York 1 review 0 helpful votes,New York,Disgusted!,"Although I love the latest pair of sneakers I purchased, I will no longer purchase any Nike product and destroy what I currently have because of your support for Colin Kaepernick! As a parent with a child fighting for our country presently, we stand to support our past, present, and future military. To disrespect the ones that give their lives to support our country is NOT acceptable! I will also speak with everyone I see wearing your products and tell them the Nike symbol now is disrespect to me as I feel I can not support my daughter when your company thinks it's ok to not stand for her.",September 5 2018,5/9/2018,Helpful (0),0,,,1,1,1,1,1,1
Jack R.,Isle of Man 1 review 0 helpful votes,Isle of Man,Excellent sports shoes,"I bought sports boots for running. They are very convenient. I was a little bit afraid that the size would not fit, but everything was ok. Will definitely make some more purchases here.",February 12 2021,12/2/2021,Helpful (0),0,sports boots,Try it because the products are really quality.,5,5,5,5,5,5
Mark S.,Kansas 1 review 1 helpful vote,Kansas,Worst Company Ever,"Tried to order twice from these A...ssshats. Both times, they did not ship the shoes and worst, the customer service folks can't say why? Never again.",February 17 2023,17/2/2023,Helpful (1),1,,,1,1,1,1,1,1
DOMINIC M.,New Zealand 1 review 0 helpful votes,New Zealand,Online order Direct from Netherlands to New Zealand arrived in timeframe promised,"The Brooklyn 11 hoodie and black Airforce 1s bought off Nike Store for my 15-year-old boy have just arrived. He is still at school, so ofc I try on the hoodie. I decided I want it. But I can't have it because it's his. I'm going to order another one right now. But let me explain:  The Brooklyn hoodie has a very distinctive cut around the neckline, proof this ain't no rip-off or run-of-the-mill hoodie. It extenuates the shoulders and neckline, not baggy around the waist, fitted. Kanye West would definitely approve! It is dope. Oh, and it arrived in 14 days and would have arrived sooner if it hadnt got delayed in NZ customs for a week! Impressive speed considering NL and NZ are opposite ends of the earth. Other commentators are complaining about delays. Not my experience. Infact, faster than expected. Nice work NL Nike!",October 2 2022,2/10/2022,Helpful (0),0,Hoodie and sneakers,Nike Store is a reputable dependable and cutting-edge online retailer.,5,0,0,0,0,0
ARUP P.,India 1 review 1 helpful vote,India,Sole is damaged within 4 months of purchasing,"I am writing to express my disappointment with the quality of the [Airforce 1- Invoice No- ******* & Complain no *******] that I purchased from at Phoenix' Mall Mumbai, Within just four months of purchasing these shoes, the sole has become significantly damaged, which is unacceptable for a product of this caliber. After submission all the details and shoes picture in help line, I got replied after 2 days that \we regret to inform you that the claim did not meet our claim eligibility guidelines\"" I kindly request that i need desired resolution whether it's a replacement refund. This experience has left me dissatisfied and concerned about the durability and quality of your footwear. I believe it is low quality sole or manufacturing defects. But your company is giving excuses to me to avoid the replacement. See how it is damaged within four months of purchasing? The nike brand and I have always held your products in high regard. However this experience has left me dissatisfied and concerned about the durability and quality of your footwear. I believe it is low quality sole or manufacturing defects. But your company is giving excuses to me to avoid the replace or refund""",January 1 2024,1/1/2024,Helpful (1),1,Shoes,"See how it is damaged within four months of purchasing? the nike brand and I have always held your products in high regard. However, this experience has left me dissatisfied and concerned about the durability and quality of your footwear. I believe it is low quality sole or manufacturing defects. But your company is giving excuses to me to avoid the replace or refund",1,1,1,3,1,1
Logan M.,Kenya 1 review 0 helpful votes,Kenya,AMAZING!,I made an order and was delivered within two days. They reply to the emails instantly. Great customer and support service. Their products are affordable. It is the best!,July 10 2021,10/7/2021,Helpful (0),0,,You will love it!,5,5,5,5,5,5
Jack E.,GB 2 reviews 12 helpful votes,GB,Good online shop,,June 24 2018,24/6/2018,Helpful (12),12,,,4,1,1,1,1,1
Cindy B.,Florida 1 review 1 helpful vote,Florida,Customer Service doesn't care,"Ordered multiple items and 1 item didn't come, opened up a ticket and the response I got was we aren't going to give you curtesy because you have multiple accounts, i kid you not, so my family can't have accounts linked to a computer? And told me to read their terms, if money wasent involved this would be laughable, They also told me to contact police if I think something been stolen. Wow been a Loyal customer buying Nikes since the early 90s that's over 30 years",March 24 2023,24/3/2023,Helpful (1),1,,,1,1,1,1,1,1
A S.,Florida 1 review 0 helpful votes,Florida,Horrible wasted my time!,Totally wasted my time on the experiences. It is a phony lie. The website focus group crashed and they would not pay the promised compensation. Total horrible experience!,January 20 2023,20/1/2023,Helpful (0),0,Experiences,Shop elsewhere!,1,1,1,1,1,1
MaryJo B.,Florida 1 review 2 helpful votes,Florida,Good for you- Nike!,I salute Nike and will continue to buy your products for my grandchildren.  What do these negative/hysterical reviews say about the lack of information of these folks?,September 7 2018,7/9/2018,Helpful (2),2,,,5,5,5,5,5,5
Rikki E.,California 1 review 0 helpful votes,California,Cool sport boots,"When things are about the sport, it is a good time for Nike! All of my friends feel ecstatic about this shoes as well. I enjoyed the quality and the delivery. Thank you.",January 21 2021,21/1/2021,Helpful (0),0,,,5,5,3,5,0,5
Alexander B.,GB 4 reviews 15 helpful votes,GB,Great Returns Policy,,July 27 2018,27/7/2018,Helpful (13),13,,,5,1,1,1,1,1
hyley m.,India 11 reviews 3 helpful votes,India ,Outstanding models,,October 22 2020,22/10/2020,Helpful (0),0,,,4,1,1,1,1,1
Anthony E.,Texas 2 reviews 2 helpful votes,Texas,Good shoes and good delivery!,,July 11 2020,11/7/2020,Helpful (2),2,,,4,1,1,1,1,1
Beatrice A.,Germany 1 review 1 helpful vote,Germany,Very comfortable,,November 27 2018,27/11/2018,Helpful (1),1,,,5,1,1,1,1,1
Demetris C.,Australia 2 reviews 1 helpful vote,Australia,"Terrible, stay away",,January 15 2023,15/1/2023,Helpful (1),1,,,1,1,1,1,1,1
Tamara R.,New York 11 reviews 1 helpful vote,New York ,"Good, but can improve!","I access the website, after choosing my items and try to check out, I wasn't able to finish it; because they don't accept Credit Cards from US Territories (Puerto Rico), neither offer shipping to the island. I noticed I was at the US Website, so change the Region to PR; but there is no options to buy online from there. So I had to send the money to a friend, for her to place the order, receive the items; and finally send them to me. Other than that, easy search; great deals, great qualities and reasonable shipping time.",December 13 2022,13/12/2022,Helpful (1),1,They�re Christmas Gifts!,"Great choice if you�re in the US; other than that, you need to have someone there to help you pay and receive the order. They can expand their boundaries in order to improve their sales!",3,4,5,5,0,5
Jack D.,Canada 11 reviews 26 helpful votes,Canada ,Bad Client care from Nike and Converse,"I started calling Nike about 6 months ago (June 2017), it was one number after another and of course everyone I spoke with said they were sorry for the inconvenience I was experiencing...  On October 31,2017 (after four months of attempting to report the separation of my ALL STAR - Converse soles from the rubber trim), I reached Leslie who took all my information and sent it to \the right department\"". Eventually a \""Greg\"" called. After they claimed not to have any of the colour choices I asked for - including the colour of the defective shoes of course) Greg was prepared to replace mine with another style. I asked for a few days to see them at a store before making my decision and he accepted.  Within the week I called back to confirm the pair I wanted but received no reply yet again. Several weeks later some guy named \""Kev\"" called to say \""Long story short Greg is no longer with us\"". I found this Kev guy quite offensive as he denigrated the previous employees work ethic while telling me he would not honour the previous employees promise to replace the shoes with another style. He also claimed the exact replacements for my defective shoes had been shipped \""as we speak\"" - about three weeks ago. I have not received a confirmation of them being shipped and no shipping confirmation from the shipping company either.  Not happy at all with the way Nike/Converse \""services\"" their clients. I wont be buying Nike or Converse products again as a result.""",January 5 2018,5/1/2018,Helpful (1),1,,,1,1,1,1,1,1
Kirsten D.,California 1 review 2 helpful votes,California,Don't rely on their deliver by date,"Ordered a pair of custom Nike iD shoes for a kid's 10th birthday in his favorite sports team colors. The order said it would be delivered on a specific date, which I was counting on because the kid was going to that sports game about a week after the supposed delivery date. When the shoes weren't delivered by that day, I called to check on the order and to my surprise they told me they wouldn't arrive until the following week (which was the day after the game). I asked if I could pay extra for overnight shipping so that they would arrive before the game. The girl told me she couldn't do that. I asked to speak with a manager, and after checking if he was available, he told her he would email me a survey if I want to \vent.\"" How rude.""",September 25 2018,25/9/2018,Helpful (2),2,,,1,1,1,1,1,1
Liam J.,Netherlands 1 review 0 helpful votes,Netherlands,A big fan of your company!,"I am a big fan of your company for its quality and trendy things. I bought sneakers from your official website, which I have been wearing for three years yet and they still look perfect.",September 24 2021,24/9/2021,Helpful (0),0,,,5,5,5,5,5,5
Prakunj P.,South Carolina 1 review 0 helpful votes,South Carolina,Fake deals,I ordered sneakers that were on deal online and it showed in stock and couple days later they say out of stock. They run fake deals to make people sign up on their website. Don't fall for their scam.,November 13 2022,13/11/2022,Helpful (0),0,None,Don't waste time shopping at their website.,1,1,2,1,1,1
Jason T.,New Jersey 1 review 1 helpful vote,New Jersey,Done with Nike the way I was dealt with.,"I won a drop of Jordan 4's on 9/9/23. I received confirmation that my order was received. I received confirmation that the order was \shipped.\"" Kept checking my Nike account to verify delivery date only to see the message that label was created and waiting for pick up by the carrier (UPS). Needless to say I did not get the shoes! Called Nike they blamed UPS. I called UPS they blamed Nike. I ended up calling Nike 6'xs talked to several different people only to receive the party line of \""there's nothing we can do because the shoes are out of stock\"" (no dah they were a hot drop) shallow apologies and an offer of 20% off my next order. I have spend $$$$ with Nike! Not anymore! I believe that there could have been a more respectful and professional way of dealing with this issue (which had nothing to do with me and an offer of 20% off my next order. I have spend $$$$ with Nike! Not anymore! I believe that there could have been a more respectful and professional way of dealing with this issue (which had nothing to do with me but was solely a with Nike distribution and UPS shipping). Unfortunately no other accommodations or solutions were offered or discussed to try to resolve the issue. Because of how this situation played out I deleted my Nike account and will not be opening a new one. Good bye Nike! I do not want to do business with a company that is not truly interested in their customers (especially when their customers bring legitimate issues to be rectified that are the company's errors and not the customer's).""",September 23 2023,23/9/2023,Helpful (1),1,,,1,1,1,1,1,1
GARY H.,California 2 reviews 0 helpful votes,California,What a horrifying disgusting company!,,September 6 2018,6/9/2018,Helpful (0),0,,,1,1,1,1,1,1
John L.,South Carolina 1 review 2 helpful votes,South Carolina,Nike Cowards,Nike has at least lost 1 devoted longtime customer in me and it honestly sucks. How in the hell does a multi-billion dollar conglomerate let an attention grabbing traitor to our nation tell you what shoe you are going put out and not put out? #1Traitor should have been told to go sit his sorry unAmerican butt down somewhere and quit trying to be relevant. Whoever the gutless coward is that let that traitor stop the Betsy Ross edition Nike from being made... Hope you find yourself cleaning port-a-potties for a new career cus you had best been let go after that decision. I can't imagine the amount of paying customers you have lost due to this weak $#*! decision. Should have never even entertained the thought of hiring this American embarrassment and hired one of (way too many) unemployed veterans... Yeah the men and women that have fought and bled for our rights. So F**K OFF NIKE AND HELLO UNDER ARMOUR,September 1 2019,1/9/2019,Helpful (2),2,,,1,1,1,1,1,1
Evan T.,Texas 1 review 0 helpful votes,Texas,Make my delivery faster,,September 9 2022,9/9/2022,Helpful (0),0,,,2,1,1,1,1,1
Agy L.,India 1 review 2 helpful votes,India,All Time Favorate,"If there were 10 stars then i would have given all 10 stars for the NIke, because i love this brand very much. Almost 6 pairs of sneakers i have, 3 bag packs and 1 foam jacket and yet to come more...",August 6 2021,6/8/2021,Helpful (2),2,"Shoes, jackets, bag packs",,5,5,5,5,5,5
Muhammad H.,GB 1 review 1 helpful vote,GB,I would give 0 stars if I could,One of the worst customer service experience I bought shoes that had a manufacturing defect with the sizing and was told by advisors they can't do anything so I asked to speak to a manager and had to wait 1 week with constant calling to receive a call and the manager was very rude and did not even attempt to resolve and accused his staff of lying and offered less that was offered by the advisors and terminated the call without any solution. When asked to speak to someone higher he advised there's no one and to take the business to court JUST WOW.  I WOULD ADVISE TO AVOID THIS COMPANY AT ALL COSTS.,August 8 2020,8/8/2020,Helpful (1),1,,,1,1,1,1,1,1
Nick N.,California 3 reviews 13 helpful votes,California,What Happened To Nike?,"I am a middle-aged sneaker head. Some of my most memorable moments as a kid and young man have been opening those Jordan 4's, 5's and 6's. Those models are my gems. When I'm not rocking a pair of J's, I rock Air Max 1's and 90's, or Air Max slides.  I have had an affinity with Nike shoes since I was a child. My 3 decade long loyalty to Nike has been mostly rewarded….up until now.  I don't know what happened that manifested such a stark change in their behavior or policies toward their loyal customers, but I recently bought my daughter a nice pair of Jordan Flight sweats she was dying to get for Xmas. Well OnTac delivered the package to wrong house (no surprise there). When I found the house it was delivered to (based on the delivery photo), the package was gone.  I've had this happen once before a couple Christmases back. Nike was very supportive and made sure I got properly compensated. It was an unfortunate but relatively painless experience. I was pleased. When I called them today however, the agent was quite combative and was making accusations of a criminal intent, which caught me completely off guard and ended up offending me on a deep level. I was told that Nike will no longer offer me assistance with returns or refunds.  I'm appalled that a company would go to such great lengths to treat a valued customer of their's in this manner. I won't lie, it will be hard to separate myself from a company that has brought so much enjoyment to my life. But I can't see myself willingly spending anymore money at Nike.",December 12 2023,12/12/2023,Helpful (2),2,All.,,1,1,1,1,1,1
Buzz F.,California 4 reviews 0 helpful votes,California,Very decent quality,,December 18 2020,18/12/2020,Helpful (0),0,,,5,1,1,1,1,1
Mark C.,GB 1 review 1 helpful vote,GB,Amazing,,December 18 2018,18/12/2018,Helpful (1),1,,,5,1,1,1,1,1
lj M.,Mexico 1 review 0 helpful votes,Mexico,The Nike Team Are Pompous Pretentious Jerks,"I was recently at a 5 star resort in Mexico and the entire Executive Team was staying there along with co-founder Phil Knight. Now mind you I have two oceanfront rooms and they are staying in same building as my friends and family. We tried to engage in conversation with the Nike employees and I have never in my life met a more pretentious, Snotty group of executives in my life.The gym was packed with them in the morning because I suppose staying ultra-fit is a job requirement punishable by stoning if they are not 5% body fat. The nicest person we met was the personal pilot for Phil Knight. I was never a big fan of Nike products anyway but meeting them and their weird cult put the nail in the coffin. We had drinks at the bar and the bartender told us that they left no tip for a $2000 tab. Lovely! I realize Mr. Knight does not care about such things but really his executives should present a different persona among the public. Do not buy products from a company with this cult-like, unfriendly, superiority complex. Products are made in sweatshops around the world which are unregulated and exploitive as an added bonus.",February 26 2023,26/2/2023,Helpful (0),0,,,1,0,0,0,0,0
,Florida 1 review 0 helpful votes,Florida,KAPPERNICK???,,September 4 2018,4/9/2018,Helpful (0),0,,,1,1,1,1,1,1
Charlie H.,New York 1 review 0 helpful votes,New York,Thanks nike!,"Ordered a nike air max, and couldn't be happier. There was a slight delivery delay, but that had to do with the shipping company. Overall, happy with my purchase",June 25 2019,25/6/2019,Helpful (0),0,nike air max,,5,5,5,3,1,5
Tommy K.,GB 1 review 0 helpful votes,GB,AWFUL,"Orders a pair of shoes, they sat awaiting carrier pick up for a week. I got in contact twice, just for them to tell me that they had disappeared! Which I find ridiculous for a company like that. They are now out of stock so I can't even get another pair. And done nothing to rectify the inconvenience and stress that it coursed. I'm lucky they wasn't a Christmas present for someone. IF YOU HAVE ANY SENSE DONT BUY FROM THIS STORE",December 1 2022,1/12/2022,Helpful (0),0,Non because they couldn�t even manage to send it,Don�t use this store anymore,1,1,1,1,1,1
Terry H.,Utah 1 review 0 helpful votes,Utah,Worthless Company,"\Drops\"" what a joke they have a trainwreck of a website they send out notifications and the second I get it the shoes are gone yeah people who just WANT TO WEAR' Nike's $#*! are lost in the shuffle so jerks can buy them up and sell on GOAT or ebay. Can you say Converse. Take a hike Nike""",September 26 2023,26/9/2023,Helpful (0),0,"None, the company BLOWS",,1,1,1,1,1,1
Andrea F.,Michigan 1 review 0 helpful votes,Michigan,SCAMMERS,"I bought a gift card from a store and it was already being used in another country. I reported it to Nike and they didn't investigation and told me it would only take 10 days when it took almost 4 weeks, but they sent me an email saying that they don't have anything to do with refunds and fraudulent things that go on with their gift cards and that there will be no reimbursement on another gift card. Mind you that there were multiple purchases from another country that they seen with their own eyes and I still had money left on the card and they refuse to even give me a new card or transfer my balance that was left over from the fraudulent transactions to a new card. BEWARE ALL THEY DO IS SCAM PEOPLE!",May 12 2021,12/5/2021,Helpful (0),0,Nothing I was scammed!,Don't use it & don't expect customer service nor anyone from the company to help you.,1,1,1,0,1,0
Rynee S.,India 13 reviews 3 helpful votes,India ,Branded,,October 26 2020,26/10/2020,Helpful (0),0,,,4,1,1,1,1,1
O M.,GB 1 review 4 helpful votes,GB,WORST experience shopping online in my ENTIRE life. SCAM?,"The WORST experience shopping online in my ENTIRE life. I would be Certain this is a scam if it wasn't for the Nike domain being official. After almost 3 weeks on the phone with them, around 10 different orders That never arrived, more than 15 calls to customer support in which 'we Will contact you after finding a solution to all this' but they NEVER Do, more than 10h on the phone with them (yes, 10 hours. It's everything On my recent calls, dates, times, etc), and more than £2500 spent, I Have no placed orders, no clothes, and of course no money. You are a F*ing big joke and a DISGRACE for the Nike brand.If you ever have to Call customer service in the UK, just don't. But if you ever have to Talk to Connor or Kelly, then you are really doomed. I've got them Recorded lying again and again. LIARS. Nike, get your ** together.",February 17 2019,17/2/2019,Helpful (4),4,,,1,1,1,1,1,1
Nick k.,Canada 2 reviews 2 helpful votes,Canada,Nike supporting the Nazi Klaus Schwab,"Nike is now supporting the depopulation agenda, Klaus Schwab and The Tyrannical World Health Organization. These tyrants were responsible for the unnecessary destruction and deaths that occurred from the lockdowns and mandated vaccines. They are now planning further lockdowns with Gestapo like boots on the ground forces such as Antifa to lock up citizens who do not comply with experimental vaccine injections \ depopulation poison \"" and restriction on basic human rights such as travel etc. work restrictions on ability to purchase anything including food after imposing digital banking with all funds held by the government and the digital ID they will control. If you do not comply with all the rules set out by The Who such as mandatory vaccine poison or lockdowns not to mention supporting the tyrants in every way your digital ID will be worthless. You will not live period. They will control all food supply and you will be forced to eat insects supplied by Bill Gates and The Who. Its disgusting to see Nike supporting the Nazis and I only hope that this will affect all their shareholders to the point of giving them a wake up call. They have turned into Big Pharma whores. Totally disgusted. Please stop supporting Nazi Nike""",May 24 2023,24/5/2023,Helpful (0),0,,,1,1,1,0,0,0
Stefan C.,GB 1 review 1 helpful vote,GB,Nike air max 97 new 2018 defective send 2 times orders,"Hi. I have bought from the Nike website pair of shoes which came with small but noticeable defects. At 150 pounds a pair I would expect perfection from their side. I returned them after i send photos to their email adress with the hope that if I will buy another one will look like I would expect even though I had to wait one week for the money to be back in my account. They offered a discount and that is why I have decided to give them another chance. The second pair, a new type of defects worse like the first one. I have the feeling that no one is doing any kind of quality check. I had the thought that a fake replica of this shoes will look better than the original since some of them pass as genuine all the time. Very disappointed, not because of their service but because of the product. I have various Nike shoes bought from different retailers at much better prices, but I wanted to buy something new directly from them and to expect a nice experience and quality products. Not this time. Thank you Nike for this experience and because the only solution that offered me customer support was to buy it once, even if that meant paying over 400 pounds in just a few days and waiting a week for a refund for each transaction. Big dislike from me this time Nike.com",August 22 2018,22/8/2018,Helpful (1),1,,,1,1,1,1,1,1
Taquan H.,Michigan 1 review 1 helpful vote,Michigan,Nike,"Patricia a young lady helped me today she is an incredible customer service representative. She was very professional, patient, and very understanding. Patricia deserves a promotion.",March 3 2023,3/3/2023,Helpful (1),1,,,5,5,5,5,5,5
JC J.,Florida 1 review 0 helpful votes,Florida,Bad order service,Ordered a pair of shoes. They arrived. Wrong pair. Wrong size. How does this happen? Unfortunately. I'm home bound with a walker. Not very mobile. This will be my last order with them. Kinda sucks.,June 15 2023,15/6/2023,Helpful (0),0,Shoes,,1,1,0,1,1,0
Rcsy R.,BN 3 reviews 5 helpful votes,BN,Dri-fit,,August 30 2019,30/8/2019,Helpful (2),2,,,5,1,1,1,1,1
Amanda W.,Texas 9 reviews 3 helpful votes,Texas,My fav brand,"Nike is may favorite brand of all the times. I love their trainers and sneakers, bought my new pair of Nikes yesterday and ensured it's worth to trust them! LOVE",June 11 2021,11/6/2021,Helpful (0),0,,,5,0,0,0,0,0
Kim S.,Virginia 1 review 0 helpful votes,Virginia,Nike,I bought I few pair of shoes from Nike and this is the 5th pair that came dirty inside and out side of the she. The pair of shoes I got today 8/14/23 stink and they dirty.,August 15 2023,15/8/2023,Helpful (0),0,97 nikes,"Nike is a large company and why they sending people shoes that are stinky, dirty, and worn by someone else",1,0,0,0,0,0
Darv C.,Ohio 7 reviews 24 helpful votes,Ohio,I love the shoe I customized even though it was a bit...,,August 6 2011,6/8/2011,Helpful (3),3,,,5,0,0,0,0,0
Jane M.,Canada 1 review 1 helpful vote,Canada,Congratulations on hiring Colin K. For your Ads,,September 5 2018,5/9/2018,Helpful (1),1,,,5,0,0,0,0,0
Gerardo S.,Illinois 37 reviews 108 helpful votes,Illinois ,Cool shoe customizing website!,,July 22 2011,22/7/2011,Helpful (3),3,,,4,0,0,0,0,0
Brian C.,Kentucky 1 review 1 helpful vote,Kentucky,Poor quality,"I bought some Jordan 1 og high from finish line for Christmas and the quality on them is horrible, I've been collecting Jordan's for 20 years and I think I'm done buying them completely now. Horrible",December 29 2023,29/12/2023,Helpful (1),1,"I've been collecting Jordan's and Nike shoes for 20 years and now I'm done.. The quality on these Jordan 1 og high royal is horrible, I'm done spending $200 on junk quality.",Nike has to do better!!!,1,4,1,4,1,1
Irini M.,Australia 1 review 15 helpful votes,Australia,"Foot Locker Cairns Central Australia and Nike \BEWARE\""""",Foot Locker and Nike worst experience ever. Long story short my daughter bought Nike TN's on sale. After 3 months of wearing the soles were so worn down they looked like they were owned for years. Contacted Nike who had Foot Locker contact me(which took long till Matthew from there contacted me) he told us we could exchange for other color or shoe etc. We went to Foot locker only to have to deal with an annoying manager (Julianne) who tries to give me explainations as to why they are wore out and that she should not be wearing them everyday. Seriously?! Also to get a different color same shoe we had to pay the difference. I forgot to mention my daughter in 20 and not an athlete just wears them to walk. So Julianne would not accept the email and tells me to come back another day so she could get in touch with Matthew. It takes me 1/2 hr by car and 1hr by bus I was not leaving without a shoe. So after 3 hrs of wasting my time she finally get in touch with Matthew who now tells me because they do not have the same color she needs to pay the difference to get a different color. Well that is not what the email said. Did get our money back but had been hassled few weeks before that from again Julianne who back then refused us an exchange or a refund. Also my son bought TN'S full price which also fell apart. Those also were returned. So Nike and Foot Locker are absolutely horrible in customer service and quality of workmanship. What do I get in return for the stress and my wasted time? Nothing. Stay away from Foot Locker especially in Cairns Central Australia.,June 26 2019,26/6/2019,Helpful (15),15,,,1,0,0,0,0,0
Jamie W.,Massachusetts 1 review 0 helpful votes,Massachusetts,Nike quality has gone down hill bad! Not happy,"Nike I want a refund for the last 5 pairs of shoes I baught frol Kohl's! Onlu have pics of the last 3 I have and I am NOT happy... These are the last 3 pair's I have had within less then a year! A single pair use to last me a year if not longer... I always make sure they are wide, size 8 and perfect fit... $60-100 for one pair that doesn't even last half a year! I dont have a car and walk everydsy, all day and everywhere 99.99% of the time is walkin! I cant keep buyin cheap $#*! quality $#*! anymore! Nike please stop over charging if your quality is crap now and doesn't last long. All my god damn toes are cold now! Damn shame! Make your shoes NOT so god damn cheap anymore! Literally cant afford anymore shoes this year! So thanks!",May 15 2023,15/5/2023,Helpful (0),0,shoes but threw kohl's cheap $#*! stores!,I want better quality if I am payin $60-100 for a pair of shoes! I don't want my big toe popping out in less than a month cuz of the crap quality.,1,1,1,1,1,1
Beth B.,Michigan 1 review 1 helpful vote,Michigan,ANUS Nike Slides - Please READ,I bought a pair for Travel White Anus Slides They are YELLOW Turned YELLOW also the side tie broke. I take care of my stuff. I called NIKE absolutely NO HELP. THey want me to send them on my dime to see if they are replacable! OMG Seriously! Nike CUSTOMER SERVICD is a JOKE. THey are defective and should not break nor Tirn YELLOW. This is your Product that you DO NOT STAND BEHIND! Its like Through $100.00 away - Thank you NIke Great Job,July 27 2022,27/7/2022,Helpful (1),1,Anus White Slide size 6,DO NOT BUY THESE PRODUCTS!!! CUSTOMER SERVICE IS A JOKE _ NO HELP AT ALL - THEREIS MY TIP,1,1,1,0,1,1
Barry P.,California 4 reviews 4 helpful votes,California,I am really in love!,,September 1 2018,1/9/2018,Helpful (1),1,,,5,0,0,0,0,0
